<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
EURUSD,D,20150408,000000,1.0812,1.0887,1.0764,1.0782,0,0
EURUSD,D,20150409,000000,1.0782,1.0788,1.0638,1.0662,0,0
EURUSD,D,20150410,000000,1.0662,1.0684,1.0569,1.0606,0,0
EURUSD,D,20150413,000000,1.0596,1.0619,1.0521,1.0569,0,0
EURUSD,D,20150414,000000,1.0569,1.0707,1.0532,1.0655,0,0
EURUSD,D,20150415,000000,1.0655,1.0701,1.0571,1.0679,0,0
EURUSD,D,20150416,000000,1.0679,1.0818,1.0625,1.0765,0,0
EURUSD,D,20150417,000000,1.0764,1.0849,1.0737,1.0818,0,0
EURUSD,D,20150420,000000,1.0812,1.0819,1.0715,1.0739,0,0
EURUSD,D,20150421,000000,1.0739,1.0781,1.066,1.0738,0,0
EURUSD,D,20150422,000000,1.0738,1.08,1.0709,1.0722,0,0
EURUSD,D,20150423,000000,1.0722,1.0846,1.0667,1.0822,0,0
EURUSD,D,20150424,000000,1.0822,1.0899,1.0785,1.0866,0,0
EURUSD,D,20150427,000000,1.0867,1.0926,1.082,1.0884,0,0
EURUSD,D,20150428,000000,1.0884,1.099,1.0861,1.0976,0,0
EURUSD,D,20150429,000000,1.0976,1.1188,1.096,1.1115,0,0
EURUSD,D,20150430,000000,1.1115,1.1266,1.1076,1.1214,0,0
EURUSD,D,20150501,000000,1.1215,1.129,1.1176,1.1212,0,0
EURUSD,D,20150504,000000,1.1195,1.1224,1.1123,1.1149,0,0
EURUSD,D,20150505,000000,1.1149,1.1222,1.1067,1.1185,0,0
EURUSD,D,20150506,000000,1.1186,1.137,1.1176,1.1343,0,0
EURUSD,D,20150507,000000,1.1343,1.1392,1.1238,1.1253,0,0
EURUSD,D,20150508,000000,1.1252,1.1287,1.118,1.1208,0,0
EURUSD,D,20150511,000000,1.1201,1.1204,1.1131,1.1152,0,0
EURUSD,D,20150512,000000,1.1152,1.1278,1.1135,1.1222,0,0
EURUSD,D,20150513,000000,1.1222,1.1383,1.1203,1.135,0,0
EURUSD,D,20150514,000000,1.135,1.1444,1.1341,1.1407,0,0
EURUSD,D,20150515,000000,1.1408,1.1466,1.1325,1.1448,0,0
EURUSD,D,20150518,000000,1.1444,1.1447,1.1299,1.1314,0,0
EURUSD,D,20150519,000000,1.1315,1.1326,1.112,1.1146,0,0
EURUSD,D,20150520,000000,1.1146,1.1152,1.1064,1.1092,0,0
EURUSD,D,20150521,000000,1.1092,1.1181,1.108,1.1108,0,0
EURUSD,D,20150522,000000,1.1108,1.1207,1.1002,1.101,0,0
EURUSD,D,20150525,000000,1.0978,1.101,1.096,1.098,0,0
EURUSD,D,20150526,000000,1.098,1.0985,1.0864,1.0873,0,0
EURUSD,D,20150527,000000,1.0874,1.0929,1.082,1.09,0,0
EURUSD,D,20150528,000000,1.0901,1.0972,1.0868,1.096,0,0
EURUSD,D,20150529,000000,1.0958,1.1005,1.0926,1.098,0,0
EURUSD,D,20150601,000000,1.0981,1.0982,1.0888,1.0922,0,0
EURUSD,D,20150602,000000,1.0923,1.1191,1.0916,1.1151,0,0
EURUSD,D,20150603,000000,1.1152,1.1285,1.108,1.1268,0,0
EURUSD,D,20150604,000000,1.1268,1.1378,1.1222,1.1224,0,0
EURUSD,D,20150605,000000,1.1224,1.128,1.1051,1.1113,0,0
EURUSD,D,20150608,000000,1.1099,1.1307,1.1085,1.128,0,0
EURUSD,D,20150609,000000,1.128,1.1346,1.1215,1.1276,0,0
EURUSD,D,20150610,000000,1.1276,1.1385,1.1264,1.1319,0,0
EURUSD,D,20150611,000000,1.1323,1.1326,1.1184,1.1238,0,0
EURUSD,D,20150612,000000,1.124,1.1296,1.1152,1.1254,0,0
EURUSD,D,20150615,000000,1.1216,1.1295,1.119,1.1282,0,0
EURUSD,D,20150616,000000,1.1282,1.133,1.1205,1.1245,0,0
EURUSD,D,20150617,000000,1.1245,1.1358,1.1216,1.134,0,0
EURUSD,D,20150618,000000,1.1341,1.1436,1.1331,1.1369,0,0
EURUSD,D,20150619,000000,1.1369,1.1396,1.1293,1.1345,0,0
EURUSD,D,20150622,000000,1.1368,1.141,1.1312,1.134,0,0
EURUSD,D,20150623,000000,1.134,1.1347,1.1136,1.1167,0,0
EURUSD,D,20150624,000000,1.1167,1.1234,1.116,1.1204,0,0
EURUSD,D,20150625,000000,1.1204,1.1224,1.1154,1.1201,0,0
EURUSD,D,20150626,000000,1.1201,1.122,1.113,1.1171,0,0
EURUSD,D,20150629,000000,1.0989,1.1275,1.0955,1.1231,0,0
EURUSD,D,20150630,000000,1.12305,1.12427,1.11163,1.11435,0,0
EURUSD,D,20150701,000000,1.1144,1.1171,1.1043,1.1054,0,0
EURUSD,D,20150702,000000,1.1054,1.112,1.1033,1.1087,0,0
EURUSD,D,20150703,000000,1.1087,1.1118,1.1067,1.1107,0,0
EURUSD,D,20150706,000000,1.0999,1.1096,1.0982,1.1056,0,0
EURUSD,D,20150707,000000,1.1056,1.1058,1.0917,1.0997,0,0
EURUSD,D,20150708,000000,1.0997,1.1092,1.0975,1.1074,0,0
EURUSD,D,20150709,000000,1.1074,1.1125,1.0992,1.1046,0,0
EURUSD,D,20150710,000000,1.1047,1.1214,1.1045,1.1146,0,0
EURUSD,D,20150713,000000,1.114,1.1197,1.0996,1.1005,0,0
EURUSD,D,20150714,000000,1.1006,1.1083,1.0966,1.1008,0,0
EURUSD,D,20150715,000000,1.1008,1.1036,1.093,1.0946,0,0
EURUSD,D,20150716,000000,1.0946,1.0963,1.0856,1.0876,0,0
EURUSD,D,20150717,000000,1.0876,1.0907,1.0841,1.0845,0,0
EURUSD,D,20150720,000000,1.0832,1.0869,1.0809,1.0822,0,0
EURUSD,D,20150721,000000,1.0822,1.0968,1.0812,1.0939,0,0
EURUSD,D,20150722,000000,1.0937,1.0965,1.0871,1.0929,0,0
EURUSD,D,20150723,000000,1.0929,1.1018,1.0922,1.0983,0,0
EURUSD,D,20150724,000000,1.0983,1.0996,1.0925,1.0978,0,0
EURUSD,D,20150727,000000,1.0977,1.1128,1.0969,1.1092,0,0
EURUSD,D,20150728,000000,1.1092,1.11,1.1023,1.1062,0,0
EURUSD,D,20150729,000000,1.1062,1.1084,1.0968,1.0978,0,0
EURUSD,D,20150730,000000,1.0978,1.099,1.0894,1.0932,0,0
EURUSD,D,20150731,000000,1.0932,1.1113,1.0922,1.098,0,0
EURUSD,D,20150803,000000,1.0981,1.0996,1.0942,1.0953,0,0
EURUSD,D,20150804,000000,1.0953,1.0988,1.0879,1.089,0,0
EURUSD,D,20150805,000000,1.089,1.0923,1.0848,1.09,0,0
EURUSD,D,20150806,000000,1.09,1.0944,1.0876,1.0925,0,0
EURUSD,D,20150807,000000,1.0925,1.0979,1.0856,1.096,0,0
EURUSD,D,20150810,000000,1.0961,1.1041,1.0926,1.1017,0,0
EURUSD,D,20150811,000000,1.1017,1.1087,1.0961,1.1043,0,0
EURUSD,D,20150812,000000,1.1042,1.1213,1.1027,1.1157,0,0
EURUSD,D,20150813,000000,1.1157,1.1189,1.108,1.1154,0,0
EURUSD,D,20150814,000000,1.1154,1.1189,1.1098,1.1109,0,0
EURUSD,D,20150817,000000,1.1115,1.1125,1.1059,1.1079,0,0
EURUSD,D,20150818,000000,1.1079,1.1094,1.1019,1.1027,0,0
EURUSD,D,20150819,000000,1.1027,1.1134,1.1018,1.1121,0,0
EURUSD,D,20150820,000000,1.1121,1.1246,1.1107,1.1234,0,0
EURUSD,D,20150821,000000,1.1234,1.1376,1.123,1.1367,0,0
EURUSD,D,20150824,000000,1.1376,1.1712,1.137,1.1578,0,0
EURUSD,D,20150825,000000,1.1578,1.1605,1.1399,1.152,0,0
EURUSD,D,20150826,000000,1.152,1.1561,1.1292,1.1314,0,0
EURUSD,D,20150827,000000,1.1314,1.1364,1.1203,1.1247,0,0
EURUSD,D,20150828,000000,1.1247,1.131,1.1159,1.1188,0,0
EURUSD,D,20150831,000000,1.1178,1.1262,1.1176,1.121,0,0
EURUSD,D,20150901,000000,1.1209,1.1332,1.1208,1.1311,0,0
EURUSD,D,20150902,000000,1.1311,1.1311,1.1217,1.1225,0,0
EURUSD,D,20150903,000000,1.1225,1.1243,1.1088,1.1118,0,0
EURUSD,D,20150904,000000,1.1119,1.119,1.1091,1.1143,0,0
EURUSD,D,20150907,000000,1.1156,1.1178,1.1122,1.1169,0,0
EURUSD,D,20150908,000000,1.1169,1.1229,1.1153,1.1203,0,0
EURUSD,D,20150909,000000,1.1203,1.1223,1.1132,1.1216,0,0
EURUSD,D,20150910,000000,1.1216,1.1295,1.1172,1.1276,0,0
EURUSD,D,20150911,000000,1.1276,1.135,1.1255,1.1339,0,0
EURUSD,D,20150914,000000,1.1338,1.1373,1.1285,1.1317,0,0
EURUSD,D,20150915,000000,1.1317,1.1329,1.1259,1.1266,0,0
EURUSD,D,20150916,000000,1.1266,1.1321,1.1214,1.1289,0,0
EURUSD,D,20150917,000000,1.1289,1.1441,1.1285,1.1416,0,0
EURUSD,D,20150918,000000,1.1416,1.146,1.127,1.1284,0,0
EURUSD,D,20150921,000000,1.1287,1.133,1.1182,1.1189,0,0
EURUSD,D,20150922,000000,1.1189,1.1207,1.1113,1.1126,0,0
EURUSD,D,20150923,000000,1.1126,1.1213,1.1105,1.1188,0,0
EURUSD,D,20150924,000000,1.1188,1.1296,1.1165,1.1175,0,0
EURUSD,D,20150925,000000,1.1175,1.1212,1.1116,1.1205,0,0
EURUSD,D,20150928,000000,1.1193,1.1253,1.1149,1.1241,0,0
EURUSD,D,20150929,000000,1.1241,1.1281,1.1194,1.1252,0,0
EURUSD,D,20150930,000000,1.12513,1.12614,1.11581,1.11733,0,0
EURUSD,D,20151001,000000,1.1173,1.1209,1.1136,1.1187,0,0
EURUSD,D,20151002,000000,1.1187,1.1318,1.1151,1.1207,0,0
EURUSD,D,20151005,000000,1.1218,1.1289,1.1174,1.1184,0,0
EURUSD,D,20151006,000000,1.1184,1.128,1.1172,1.1269,0,0
EURUSD,D,20151007,000000,1.1269,1.1284,1.1212,1.1238,0,0
EURUSD,D,20151008,000000,1.1238,1.1326,1.1235,1.1282,0,0
EURUSD,D,20151009,000000,1.1282,1.1387,1.1268,1.1359,0,0
EURUSD,D,20151012,000000,1.1361,1.1397,1.1355,1.1358,0,0
EURUSD,D,20151013,000000,1.1358,1.1411,1.1345,1.1382,0,0
EURUSD,D,20151014,000000,1.1382,1.1489,1.1379,1.1482,0,0
EURUSD,D,20151015,000000,1.1482,1.1495,1.1365,1.1379,0,0
EURUSD,D,20151016,000000,1.1379,1.1395,1.1335,1.1354,0,0
EURUSD,D,20151019,000000,1.1357,1.1379,1.1306,1.1329,0,0
EURUSD,D,20151020,000000,1.1329,1.1386,1.1325,1.1347,0,0
EURUSD,D,20151021,000000,1.1347,1.1378,1.1335,1.1338,0,0
EURUSD,D,20151022,000000,1.1338,1.1351,1.1079,1.1107,0,0
EURUSD,D,20151023,000000,1.1106,1.114,1.0997,1.101,0,0
EURUSD,D,20151026,000000,1.102,1.1068,1.1004,1.106,0,0
EURUSD,D,20151027,000000,1.106,1.1078,1.1031,1.1037,0,0
EURUSD,D,20151028,000000,1.1037,1.1096,1.0897,1.093,0,0
EURUSD,D,20151029,000000,1.093,1.0988,1.0905,1.0987,0,0
EURUSD,D,20151030,000000,1.09874,1.10716,1.09657,1.10028,0,0
EURUSD,D,20151102,000000,1.1032,1.1052,1.1002,1.1014,0,0
EURUSD,D,20151103,000000,1.1014,1.103,1.0937,1.0962,0,0
EURUSD,D,20151104,000000,1.0962,1.0968,1.0845,1.0867,0,0
EURUSD,D,20151105,000000,1.0867,1.0897,1.0834,1.0883,0,0
EURUSD,D,20151106,000000,1.0883,1.0894,1.0708,1.0745,0,0
EURUSD,D,20151109,000000,1.0731,1.079,1.072,1.0756,0,0
EURUSD,D,20151110,000000,1.0756,1.0764,1.0675,1.0721,0,0
EURUSD,D,20151111,000000,1.0721,1.0774,1.0706,1.0758,0,0
EURUSD,D,20151112,000000,1.0758,1.0829,1.0692,1.0807,0,0
EURUSD,D,20151113,000000,1.0807,1.0817,1.0714,1.0751,0,0
EURUSD,D,20151116,000000,1.0737,1.0758,1.0675,1.0684,0,0
EURUSD,D,20151117,000000,1.0684,1.0691,1.0631,1.0646,0,0
EURUSD,D,20151118,000000,1.0646,1.0692,1.0617,1.0661,0,0
EURUSD,D,20151119,000000,1.0661,1.0763,1.0659,1.0729,0,0
EURUSD,D,20151120,000000,1.073,1.0734,1.0641,1.0646,0,0
EURUSD,D,20151123,000000,1.0643,1.0657,1.0595,1.0634,0,0
EURUSD,D,20151124,000000,1.0634,1.0673,1.0621,1.0646,0,0
EURUSD,D,20151125,000000,1.0645,1.0689,1.0567,1.0621,0,0
EURUSD,D,20151126,000000,1.0621,1.0627,1.06,1.0604,0,0
EURUSD,D,20151127,000000,1.0604,1.0638,1.0569,1.0593,0,0
EURUSD,D,20151130,000000,1.05908,1.0595,1.05581,1.05719,0,0
EURUSD,D,20151201,000000,1.05718,1.06374,1.05634,1.0625,0,0
EURUSD,D,20151202,000000,1.0625,1.06323,1.0551,1.06085,0,0
EURUSD,D,20151203,000000,1.06084,1.09812,1.05266,1.09274,0,0
EURUSD,D,20151204,000000,1.0928,1.0956,1.0836,1.0874,0,0
EURUSD,D,20151207,000000,1.0876,1.0887,1.0797,1.0832,0,0
EURUSD,D,20151208,000000,1.0832,1.0902,1.083,1.0894,0,0
EURUSD,D,20151209,000000,1.0894,1.1042,1.0879,1.1017,0,0
EURUSD,D,20151210,000000,1.10174,1.10213,1.09258,1.09403,0,0
EURUSD,D,20151211,000000,1.09403,1.10308,1.09267,1.09895,0,0
EURUSD,D,20151214,000000,1.0972,1.1049,1.0946,1.1,0,0
EURUSD,D,20151215,000000,1.1,1.106,1.0905,1.0933,0,0
EURUSD,D,20151216,000000,1.09331,1.10105,1.08893,1.08926,0,0
EURUSD,D,20151217,000000,1.08919,1.08926,1.08027,1.08346,0,0
EURUSD,D,20151218,000000,1.08346,1.08743,1.08051,1.08695,0,0
EURUSD,D,20151221,000000,1.08601,1.0939,1.08488,1.09095,0,0
EURUSD,D,20151222,000000,1.09095,1.09841,1.09033,1.0951,0,0
EURUSD,D,20151223,000000,1.0951,1.0953,1.08707,1.09048,0,0
EURUSD,D,20151224,000000,1.0905,1.09658,1.0905,1.09518,0,0
EURUSD,D,20151228,000000,1.09625,1.09925,1.09563,1.0975,0,0
EURUSD,D,20151229,000000,1.09754,1.09917,1.08999,1.09229,0,0
EURUSD,D,20151230,000000,1.09247,1.09437,1.09028,1.0926,0,0
EURUSD,D,20151231,000000,1.09261,1.09371,1.08534,1.08605,0,0
EURUSD,D,20160104,000000,1.08672,1.09464,1.07817,1.08296,0,0
EURUSD,D,20160105,000000,1.0829,1.08388,1.07108,1.07539,0,0
EURUSD,D,20160106,000000,1.07536,1.07992,1.07181,1.07768,0,0
EURUSD,D,20160107,000000,1.07755,1.09402,1.07713,1.09218,0,0
EURUSD,D,20160108,000000,1.0922,1.0927,1.08024,1.09207,0,0
EURUSD,D,20160111,000000,1.09446,1.09694,1.08493,1.08625,0,0
EURUSD,D,20160112,000000,1.08625,1.09002,1.08198,1.08481,0,0
EURUSD,D,20160113,000000,1.08481,1.08877,1.08051,1.08824,0,0
EURUSD,D,20160114,000000,1.08823,1.09424,1.08348,1.08617,0,0
EURUSD,D,20160115,000000,1.08614,1.09844,1.08549,1.09187,0,0
EURUSD,D,20160118,000000,1.09119,1.09276,1.08696,1.0891,0,0
EURUSD,D,20160119,000000,1.08908,1.09385,1.08599,1.09141,0,0
EURUSD,D,20160120,000000,1.09141,1.0976,1.08774,1.0891,0,0
EURUSD,D,20160121,000000,1.08908,1.0921,1.07786,1.08712,0,0
EURUSD,D,20160122,000000,1.0871,1.08766,1.07895,1.07975,0,0
EURUSD,D,20160125,000000,1.07929,1.0857,1.07898,1.08501,0,0
EURUSD,D,20160126,000000,1.08501,1.08744,1.08192,1.08659,0,0
EURUSD,D,20160127,000000,1.08663,1.09164,1.0851,1.0903,0,0
EURUSD,D,20160128,000000,1.0903,1.09677,1.08698,1.0938,0,0
EURUSD,D,20160129,000000,1.09386,1.09482,1.08107,1.08331,0,0
EURUSD,D,20160201,000000,1.08297,1.09127,1.08146,1.08897,0,0
EURUSD,D,20160202,000000,1.08897,1.09388,1.08867,1.09247,0,0
EURUSD,D,20160203,000000,1.09244,1.1145,1.09039,1.10817,0,0
EURUSD,D,20160204,000000,1.10817,1.12388,1.10699,1.12007,0,0
EURUSD,D,20160205,000000,1.12008,1.12454,1.1109,1.11534,0,0
EURUSD,D,20160208,000000,1.11459,1.12158,1.10868,1.11999,0,0
EURUSD,D,20160209,000000,1.11999,1.13373,1.11625,1.12878,0,0
EURUSD,D,20160210,000000,1.12877,1.13111,1.11614,1.12785,0,0
EURUSD,D,20160211,000000,1.12782,1.13753,1.12742,1.13142,0,0
EURUSD,D,20160212,000000,1.13135,1.13324,1.12142,1.12549,0,0
EURUSD,D,20160215,000000,1.12389,1.12419,1.11281,1.11635,0,0
EURUSD,D,20160216,000000,1.11637,1.11929,1.11246,1.11373,0,0
EURUSD,D,20160217,000000,1.11372,1.1179,1.11062,1.1129,0,0
EURUSD,D,20160218,000000,1.11292,1.11497,1.10715,1.11094,0,0
EURUSD,D,20160219,000000,1.11094,1.11395,1.10668,1.11316,0,0
EURUSD,D,20160222,000000,1.11165,1.11247,1.10046,1.10275,0,0
EURUSD,D,20160223,000000,1.10274,1.1052,1.09903,1.10201,0,0
EURUSD,D,20160224,000000,1.10201,1.10455,1.09586,1.10166,0,0
EURUSD,D,20160225,000000,1.10166,1.10499,1.09878,1.10203,0,0
EURUSD,D,20160226,000000,1.10205,1.10684,1.0912,1.09383,0,0
EURUSD,D,20160229,000000,1.09171,1.09625,1.08596,1.08841,0,0
EURUSD,D,20160301,000000,1.08841,1.08937,1.08348,1.08673,0,0
EURUSD,D,20160302,000000,1.08672,1.08802,1.08256,1.08695,0,0
EURUSD,D,20160303,000000,1.08695,1.09727,1.08538,1.09494,0,0
EURUSD,D,20160304,000000,1.09497,1.10436,1.09037,1.10019,0,0
EURUSD,D,20160307,000000,1.09966,1.10256,1.09403,1.10152,0,0
EURUSD,D,20160308,000000,1.10148,1.10571,1.0994,1.10061,0,0
EURUSD,D,20160309,000000,1.10061,1.1035,1.09464,1.09968,0,0
EURUSD,D,20160310,000000,1.09967,1.12175,1.08228,1.11797,0,0
EURUSD,D,20160311,000000,1.11796,1.12096,1.10807,1.11502,0,0
EURUSD,D,20160314,000000,1.11653,1.11746,1.10779,1.11036,0,0
EURUSD,D,20160315,000000,1.11036,1.11248,1.10729,1.1108,0,0
EURUSD,D,20160316,000000,1.11075,1.12413,1.10582,1.12157,0,0
EURUSD,D,20160317,000000,1.12158,1.13423,1.12063,1.13156,0,0
EURUSD,D,20160318,000000,1.13156,1.13368,1.12566,1.12737,0,0
EURUSD,D,20160321,000000,1.12738,1.12848,1.12348,1.12402,0,0
EURUSD,D,20160322,000000,1.12402,1.12599,1.11885,1.12168,0,0
EURUSD,D,20160323,000000,1.12172,1.12236,1.11597,1.11825,0,0
EURUSD,D,20160324,000000,1.11825,1.11878,1.11459,1.11778,0,0
EURUSD,D,20160328,000000,1.11646,1.12199,1.11539,1.11977,0,0
EURUSD,D,20160329,000000,1.11978,1.13034,1.11695,1.12916,0,0
EURUSD,D,20160330,000000,1.12912,1.13646,1.12864,1.13342,0,0
EURUSD,D,20160331,000000,1.1334,1.14119,1.13107,1.1381,0,0
EURUSD,D,20160401,000000,1.1381,1.14377,1.13347,1.13907,0,0
EURUSD,D,20160404,000000,1.13962,1.14118,1.13578,1.13909,0,0
EURUSD,D,20160405,000000,1.1391,1.14045,1.13364,1.13838,0,0
EURUSD,D,20160406,000000,1.1384,1.14315,1.1327,1.13965,0,0
EURUSD,D,20160407,000000,1.13965,1.14542,1.13383,1.13729,0,0
EURUSD,D,20160408,000000,1.13721,1.1419,1.13496,1.13999,0,0
EURUSD,D,20160411,000000,1.1407,1.14465,1.13733,1.14051,0,0
EURUSD,D,20160412,000000,1.14049,1.14647,1.13481,1.1383,0,0
EURUSD,D,20160413,000000,1.13829,1.1391,1.12684,1.12786,0,0
EURUSD,D,20160414,000000,1.12784,1.12949,1.12341,1.12608,0,0
EURUSD,D,20160415,000000,1.12608,1.1317,1.12464,1.12835,0,0
EURUSD,D,20160418,000000,1.12955,1.13321,1.1274,1.13133,0,0
EURUSD,D,20160419,000000,1.13129,1.13845,1.13036,1.13557,0,0
EURUSD,D,20160420,000000,1.13557,1.13858,1.129,1.12998,0,0
EURUSD,D,20160421,000000,1.12997,1.13921,1.12731,1.12848,0,0
EURUSD,D,20160422,000000,1.12851,1.13086,1.12187,1.12254,0,0
EURUSD,D,20160425,000000,1.12232,1.12783,1.12232,1.12686,0,0
EURUSD,D,20160426,000000,1.12674,1.13385,1.12567,1.12972,0,0
EURUSD,D,20160427,000000,1.12972,1.13606,1.12744,1.13247,0,0
EURUSD,D,20160428,000000,1.13247,1.13679,1.12962,1.13535,0,0
EURUSD,D,20160429,000000,1.13535,1.1459,1.1338,1.14463,0,0
EURUSD,D,20160502,000000,1.14609,1.15358,1.14485,1.15269,0,0
EURUSD,D,20160503,000000,1.15269,1.16146,1.14934,1.14972,0,0
EURUSD,D,20160504,000000,1.14973,1.15288,1.14667,1.14857,0,0
EURUSD,D,20160505,000000,1.14853,1.14939,1.13861,1.14029,0,0
EURUSD,D,20160506,000000,1.14035,1.14749,1.13868,1.14011,0,0
EURUSD,D,20160509,000000,1.13974,1.14199,1.13757,1.13818,0,0
EURUSD,D,20160510,000000,1.13817,1.14092,1.1359,1.13706,0,0
EURUSD,D,20160511,000000,1.13706,1.14466,1.13697,1.14254,0,0
EURUSD,D,20160512,000000,1.14265,1.14293,1.1371,1.13752,0,0
EURUSD,D,20160513,000000,1.13752,1.13799,1.12831,1.13118,0,0
EURUSD,D,20160516,000000,1.13037,1.13424,1.13025,1.13154,0,0
EURUSD,D,20160517,000000,1.13156,1.13462,1.13024,1.13127,0,0
EURUSD,D,20160518,000000,1.13122,1.13162,1.1214,1.12177,0,0
EURUSD,D,20160519,000000,1.12177,1.12299,1.11802,1.11985,0,0
EURUSD,D,20160520,000000,1.11984,1.12371,1.11965,1.12176,0,0
EURUSD,D,20160523,000000,1.122,1.1242,1.11878,1.12198,0,0
EURUSD,D,20160524,000000,1.12196,1.12271,1.11326,1.11412,0,0
EURUSD,D,20160525,000000,1.11405,1.11669,1.11291,1.11557,0,0
EURUSD,D,20160526,000000,1.11559,1.12167,1.11496,1.11932,0,0
EURUSD,D,20160527,000000,1.11931,1.12007,1.11113,1.11113,0,0
EURUSD,D,20160530,000000,1.11146,1.1147,1.10981,1.11352,0,0
EURUSD,D,20160531,000000,1.11356,1.11735,1.11224,1.11297,0,0
EURUSD,D,20160601,000000,1.11297,1.11975,1.11147,1.11863,0,0
EURUSD,D,20160602,000000,1.11863,1.1219,1.11456,1.11527,0,0
EURUSD,D,20160603,000000,1.11535,1.13571,1.11371,1.13556,0,0
EURUSD,D,20160606,000000,1.13658,1.13921,1.13267,1.13586,0,0
EURUSD,D,20160607,000000,1.13586,1.13807,1.1339,1.13574,0,0
EURUSD,D,20160608,000000,1.13578,1.14103,1.13549,1.13964,0,0
EURUSD,D,20160609,000000,1.13983,1.14155,1.13058,1.13177,0,0
EURUSD,D,20160610,000000,1.13174,1.13214,1.12455,1.12533,0,0
EURUSD,D,20160613,000000,1.12487,1.13029,1.12324,1.12882,0,0
EURUSD,D,20160614,000000,1.12881,1.12982,1.11893,1.12066,0,0
EURUSD,D,20160615,000000,1.12067,1.12965,1.11901,1.12628,0,0
EURUSD,D,20160616,000000,1.1263,1.12948,1.11312,1.12308,0,0
EURUSD,D,20160617,000000,1.12309,1.12964,1.12231,1.12797,0,0
EURUSD,D,20160620,000000,1.13181,1.13824,1.13024,1.13118,0,0
EURUSD,D,20160621,000000,1.13118,1.13497,1.12408,1.12498,0,0
EURUSD,D,20160622,000000,1.12499,1.13479,1.12369,1.13326,0,0
EURUSD,D,20160623,000000,1.13326,1.14216,1.13174,1.14184,0,0
EURUSD,D,20160624,000000,1.14182,1.14182,1.09045,1.10867,0,0
EURUSD,D,20160627,000000,1.10384,1.10828,1.0971,1.10209,0,0
EURUSD,D,20160628,000000,1.10219,1.11097,1.10103,1.1078,0,0
EURUSD,D,20160629,000000,1.1078,1.113,1.10494,1.11269,0,0
EURUSD,D,20160630,000000,1.11269,1.11544,1.1025,1.11031,0,0
EURUSD,D,20160701,000000,1.11028,1.11687,1.10721,1.11324,0,0
EURUSD,D,20160704,000000,1.11345,1.1164,1.1098,1.11493,0,0
EURUSD,D,20160705,000000,1.11487,1.11844,1.10626,1.10658,0,0
EURUSD,D,20160706,000000,1.10666,1.11115,1.10299,1.1095,0,0
EURUSD,D,20160707,000000,1.10949,1.11073,1.10528,1.10625,0,0
EURUSD,D,20160708,000000,1.10626,1.112,1.10026,1.10517,0,0
EURUSD,D,20160711,000000,1.1051,1.10745,1.10159,1.10605,0,0
EURUSD,D,20160712,000000,1.10605,1.11255,1.10524,1.10645,0,0
EURUSD,D,20160713,000000,1.10645,1.11198,1.10424,1.10957,0,0
EURUSD,D,20160714,000000,1.10949,1.11648,1.10902,1.11132,0,0
EURUSD,D,20160715,000000,1.11134,1.11489,1.10532,1.10693,0,0
EURUSD,D,20160718,000000,1.10505,1.10835,1.10379,1.10746,0,0
EURUSD,D,20160719,000000,1.10745,1.10805,1.10001,1.1018,0,0
EURUSD,D,20160720,000000,1.10179,1.10281,1.09816,1.10103,0,0
EURUSD,D,20160721,000000,1.10104,1.10567,1.09832,1.10261,0,0
EURUSD,D,20160722,000000,1.10261,1.10404,1.09558,1.09738,0,0
EURUSD,D,20160725,000000,1.09709,1.0999,1.09521,1.09937,0,0
EURUSD,D,20160726,000000,1.09937,1.10264,1.09786,1.09846,0,0
EURUSD,D,20160727,000000,1.09853,1.10704,1.09632,1.10549,0,0
EURUSD,D,20160728,000000,1.10549,1.1119,1.10527,1.10766,0,0
EURUSD,D,20160729,000000,1.10767,1.1197,1.10738,1.11792,0,0
EURUSD,D,20160801,000000,1.11808,1.11839,1.11554,1.11637,0,0
EURUSD,D,20160802,000000,1.11644,1.12337,1.11627,1.1222,0,0
EURUSD,D,20160803,000000,1.1222,1.12228,1.11412,1.11498,0,0
EURUSD,D,20160804,000000,1.11488,1.11562,1.11147,1.11288,0,0
EURUSD,D,20160805,000000,1.11288,1.11613,1.1046,1.1087,0,0
EURUSD,D,20160808,000000,1.1087,1.11051,1.10722,1.10859,0,0
EURUSD,D,20160809,000000,1.1086,1.11226,1.1071,1.11153,0,0
EURUSD,D,20160810,000000,1.11144,1.11899,1.11136,1.11836,0,0
EURUSD,D,20160811,000000,1.11836,1.11916,1.1134,1.11417,0,0
EURUSD,D,20160812,000000,1.11411,1.12208,1.11314,1.11612,0,0
EURUSD,D,20160815,000000,1.11688,1.12032,1.11544,1.11839,0,0
EURUSD,D,20160816,000000,1.1184,1.13226,1.11776,1.12746,0,0
EURUSD,D,20160817,000000,1.12747,1.13156,1.1242,1.1288,0,0
EURUSD,D,20160818,000000,1.1288,1.13662,1.1285,1.13525,0,0
EURUSD,D,20160819,000000,1.13524,1.13582,1.13043,1.13279,0,0
EURUSD,D,20160822,000000,1.13184,1.13304,1.12712,1.13207,0,0
EURUSD,D,20160823,000000,1.13209,1.13549,1.13029,1.13077,0,0
EURUSD,D,20160824,000000,1.13077,1.13116,1.12455,1.12636,0,0
EURUSD,D,20160825,000000,1.12633,1.12975,1.12595,1.12847,0,0
