<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
EURUSD,D,19850624,000000,0.6352,0.6352,0.6352,0.6352,0,0
EURUSD,D,19850625,000000,0.635,0.635,0.635,0.635,0,0
EURUSD,D,19850626,000000,0.6407,0.6407,0.6407,0.6407,0,0
EURUSD,D,19850627,000000,0.6373,0.6373,0.6373,0.6373,0,0
EURUSD,D,19850628,000000,0.6438,0.6438,0.6438,0.6438,0,0
EURUSD,D,19850701,000000,0.6411,0.6411,0.6411,0.6411,0,0
EURUSD,D,19850702,000000,0.6403,0.6403,0.6403,0.6403,0,0
EURUSD,D,19850703,000000,0.6429,0.6429,0.6429,0.6429,0,0
EURUSD,D,19850705,000000,0.6485,0.6485,0.6485,0.6485,0,0
EURUSD,D,19850708,000000,0.6538,0.6538,0.6538,0.6538,0,0
EURUSD,D,19850709,000000,0.6588,0.6588,0.6588,0.6588,0,0
EURUSD,D,19850710,000000,0.6638,0.6638,0.6638,0.6638,0,0
EURUSD,D,19850711,000000,0.6682,0.6682,0.6682,0.6682,0,0
EURUSD,D,19850712,000000,0.6747,0.6747,0.6747,0.6747,0,0
EURUSD,D,19850715,000000,0.6776,0.6776,0.6776,0.6776,0,0
EURUSD,D,19850716,000000,0.6759,0.6759,0.6759,0.6759,0,0
EURUSD,D,19850717,000000,0.6874,0.6874,0.6874,0.6874,0,0
EURUSD,D,19850718,000000,0.6786,0.6786,0.6786,0.6786,0,0
EURUSD,D,19850719,000000,0.6751,0.6751,0.6751,0.6751,0,0
EURUSD,D,19850722,000000,0.673,0.673,0.673,0.673,0,0
EURUSD,D,19850723,000000,0.6843,0.6843,0.6843,0.6843,0,0
EURUSD,D,19850724,000000,0.6752,0.6752,0.6752,0.6752,0,0
EURUSD,D,19850725,000000,0.6811,0.6811,0.6811,0.6811,0,0
EURUSD,D,19850726,000000,0.6811,0.6811,0.6811,0.6811,0,0
EURUSD,D,19850729,000000,0.6908,0.6908,0.6908,0.6908,0,0
EURUSD,D,19850730,000000,0.6925,0.6925,0.6925,0.6925,0,0
EURUSD,D,19850731,000000,0.6967,0.6967,0.6967,0.6967,0,0
EURUSD,D,19850801,000000,0.6909,0.6909,0.6909,0.6909,0,0
EURUSD,D,19850802,000000,0.6904,0.6904,0.6904,0.6904,0,0
EURUSD,D,19850805,000000,0.6901,0.6901,0.6901,0.6901,0,0
EURUSD,D,19850806,000000,0.6843,0.6843,0.6843,0.6843,0,0
EURUSD,D,19850807,000000,0.685,0.685,0.685,0.685,0,0
EURUSD,D,19850808,000000,0.6894,0.6894,0.6894,0.6894,0,0
EURUSD,D,19850809,000000,0.6888,0.6888,0.6888,0.6888,0,0
EURUSD,D,19850812,000000,0.697,0.697,0.697,0.697,0,0
EURUSD,D,19850813,000000,0.6997,0.6997,0.6997,0.6997,0,0
EURUSD,D,19850814,000000,0.6988,0.6988,0.6988,0.6988,0,0
EURUSD,D,19850815,000000,0.7056,0.7056,0.7056,0.7056,0,0
EURUSD,D,19850816,000000,0.7071,0.7071,0.7071,0.7071,0,0
EURUSD,D,19850819,000000,0.7056,0.7056,0.7056,0.7056,0,0
EURUSD,D,19850820,000000,0.7019,0.7019,0.7019,0.7019,0,0
EURUSD,D,19850821,000000,0.7048,0.7048,0.7048,0.7048,0,0
EURUSD,D,19850822,000000,0.7111,0.7111,0.7111,0.7111,0,0
EURUSD,D,19850823,000000,0.7084,0.7084,0.7084,0.7084,0,0
EURUSD,D,19850826,000000,0.7034,0.7034,0.7034,0.7034,0,0
EURUSD,D,19850827,000000,0.6985,0.6985,0.6985,0.6985,0,0
EURUSD,D,19850828,000000,0.7035,0.7035,0.7035,0.7035,0,0
EURUSD,D,19850829,000000,0.7019,0.7019,0.7019,0.7019,0,0
EURUSD,D,19850830,000000,0.6938,0.6938,0.6938,0.6938,0,0
EURUSD,D,19850903,000000,0.6833,0.6833,0.6833,0.6833,0,0
EURUSD,D,19850904,000000,0.6841,0.6841,0.6841,0.6841,0,0
EURUSD,D,19850905,000000,0.6814,0.6814,0.6814,0.6814,0,0
EURUSD,D,19850906,000000,0.6652,0.6652,0.6652,0.6652,0,0
EURUSD,D,19850909,000000,0.6625,0.6625,0.6625,0.6625,0,0
EURUSD,D,19850910,000000,0.6633,0.6633,0.6633,0.6633,0,0
EURUSD,D,19850911,000000,0.6587,0.6587,0.6587,0.6587,0,0
EURUSD,D,19850912,000000,0.6624,0.6624,0.6624,0.6624,0,0
EURUSD,D,19850913,000000,0.6724,0.6724,0.6724,0.6724,0,0
EURUSD,D,19850916,000000,0.6766,0.6766,0.6766,0.6766,0,0
EURUSD,D,19850917,000000,0.6744,0.6744,0.6744,0.6744,0,0
EURUSD,D,19850918,000000,0.671,0.671,0.671,0.671,0,0
EURUSD,D,19850919,000000,0.6722,0.6722,0.6722,0.6722,0,0
EURUSD,D,19850920,000000,0.6848,0.6848,0.6848,0.6848,0,0
EURUSD,D,19850923,000000,0.7138,0.7138,0.7138,0.7138,0,0
EURUSD,D,19850924,000000,0.7181,0.7181,0.7181,0.7181,0,0
EURUSD,D,19850925,000000,0.7276,0.7276,0.7276,0.7276,0,0
EURUSD,D,19850926,000000,0.7327,0.7327,0.7327,0.7327,0,0
EURUSD,D,19850927,000000,0.7283,0.7283,0.7283,0.7283,0,0
EURUSD,D,19850930,000000,0.728,0.728,0.728,0.728,0,0
EURUSD,D,19851001,000000,0.7353,0.7353,0.7353,0.7353,0,0
EURUSD,D,19851002,000000,0.7362,0.7362,0.7362,0.7362,0,0
EURUSD,D,19851003,000000,0.7444,0.7444,0.7444,0.7444,0,0
EURUSD,D,19851004,000000,0.7403,0.7403,0.7403,0.7403,0,0
EURUSD,D,19851007,000000,0.7358,0.7358,0.7358,0.7358,0,0
EURUSD,D,19851008,000000,0.7367,0.7367,0.7367,0.7367,0,0
EURUSD,D,19851009,000000,0.7364,0.7364,0.7364,0.7364,0,0
EURUSD,D,19851010,000000,0.7342,0.7342,0.7342,0.7342,0,0
EURUSD,D,19851011,000000,0.7337,0.7337,0.7337,0.7337,0,0
EURUSD,D,19851015,000000,0.7325,0.7325,0.7325,0.7325,0,0
EURUSD,D,19851016,000000,0.7264,0.7264,0.7264,0.7264,0,0
EURUSD,D,19851017,000000,0.7364,0.7364,0.7364,0.7364,0,0
EURUSD,D,19851018,000000,0.7394,0.7394,0.7394,0.7394,0,0
EURUSD,D,19851021,000000,0.7393,0.7393,0.7393,0.7393,0,0
EURUSD,D,19851022,000000,0.7375,0.7375,0.7375,0.7375,0,0
EURUSD,D,19851023,000000,0.7393,0.7393,0.7393,0.7393,0,0
EURUSD,D,19851024,000000,0.7358,0.7358,0.7358,0.7358,0,0
EURUSD,D,19851025,000000,0.735,0.735,0.735,0.735,0,0
EURUSD,D,19851028,000000,0.738,0.738,0.738,0.738,0,0
EURUSD,D,19851029,000000,0.7438,0.7438,0.7438,0.7438,0,0
EURUSD,D,19851030,000000,0.7434,0.7434,0.7434,0.7434,0,0
EURUSD,D,19851031,000000,0.7446,0.7446,0.7446,0.7446,0,0
EURUSD,D,19851101,000000,0.7495,0.7495,0.7495,0.7495,0,0
EURUSD,D,19851104,000000,0.7508,0.7508,0.7508,0.7508,0,0
EURUSD,D,19851105,000000,0.7461,0.7461,0.7461,0.7461,0,0
EURUSD,D,19851106,000000,0.7501,0.7501,0.7501,0.7501,0,0
EURUSD,D,19851107,000000,0.7421,0.7421,0.7421,0.7421,0,0
EURUSD,D,19851108,000000,0.7434,0.7434,0.7434,0.7434,0,0
EURUSD,D,19851112,000000,0.7434,0.7434,0.7434,0.7434,0,0
EURUSD,D,19851113,000000,0.7459,0.7459,0.7459,0.7459,0,0
EURUSD,D,19851114,000000,0.7455,0.7455,0.7455,0.7455,0,0
EURUSD,D,19851115,000000,0.7434,0.7434,0.7434,0.7434,0,0
EURUSD,D,19851118,000000,0.7459,0.7459,0.7459,0.7459,0,0
EURUSD,D,19851119,000000,0.7505,0.7505,0.7505,0.7505,0,0
EURUSD,D,19851120,000000,0.7465,0.7465,0.7465,0.7465,0,0
EURUSD,D,19851121,000000,0.7519,0.7519,0.7519,0.7519,0,0
EURUSD,D,19851122,000000,0.7564,0.7564,0.7564,0.7564,0,0
EURUSD,D,19851125,000000,0.7599,0.7599,0.7599,0.7599,0,0
EURUSD,D,19851126,000000,0.7645,0.7645,0.7645,0.7645,0,0
EURUSD,D,19851127,000000,0.7669,0.7669,0.7669,0.7669,0,0
EURUSD,D,19851129,000000,0.7762,0.7762,0.7762,0.7762,0,0
EURUSD,D,19851202,000000,0.7734,0.7734,0.7734,0.7734,0,0
EURUSD,D,19851203,000000,0.7698,0.7698,0.7698,0.7698,0,0
EURUSD,D,19851204,000000,0.774,0.774,0.774,0.774,0,0
EURUSD,D,19851205,000000,0.7744,0.7744,0.7744,0.7744,0,0
EURUSD,D,19851206,000000,0.7722,0.7722,0.7722,0.7722,0,0
EURUSD,D,19851209,000000,0.7693,0.7693,0.7693,0.7693,0,0
EURUSD,D,19851210,000000,0.7678,0.7678,0.7678,0.7678,0,0
EURUSD,D,19851211,000000,0.7669,0.7669,0.7669,0.7669,0,0
EURUSD,D,19851212,000000,0.7754,0.7754,0.7754,0.7754,0,0
EURUSD,D,19851213,000000,0.7733,0.7733,0.7733,0.7733,0,0
EURUSD,D,19851216,000000,0.7729,0.7729,0.7729,0.7729,0,0
EURUSD,D,19851217,000000,0.7765,0.7765,0.7765,0.7765,0,0
EURUSD,D,19851218,000000,0.7745,0.7745,0.7745,0.7745,0,0
EURUSD,D,19851219,000000,0.7748,0.7748,0.7748,0.7748,0,0
EURUSD,D,19851220,000000,0.7763,0.7763,0.7763,0.7763,0,0
EURUSD,D,19851223,000000,0.7786,0.7786,0.7786,0.7786,0,0
EURUSD,D,19851224,000000,0.7784,0.7784,0.7784,0.7784,0,0
EURUSD,D,19851226,000000,0.7786,0.7786,0.7786,0.7786,0,0
EURUSD,D,19851227,000000,0.7886,0.7886,0.7886,0.7886,0,0
EURUSD,D,19851230,000000,0.7911,0.7911,0.7911,0.7911,0,0
EURUSD,D,19851231,000000,0.7971,0.7971,0.7971,0.7971,0,0
EURUSD,D,19860102,000000,0.7999,0.7999,0.7999,0.7999,0,0
EURUSD,D,19860103,000000,0.7923,0.7923,0.7923,0.7923,0,0
EURUSD,D,19860106,000000,0.7966,0.7966,0.7966,0.7966,0,0
EURUSD,D,19860107,000000,0.7978,0.7978,0.7978,0.7978,0,0
EURUSD,D,19860108,000000,0.7938,0.7938,0.7938,0.7938,0,0
EURUSD,D,19860109,000000,0.7966,0.7966,0.7966,0.7966,0,0
EURUSD,D,19860110,000000,0.7942,0.7942,0.7942,0.7942,0,0
EURUSD,D,19860113,000000,0.792,0.792,0.792,0.792,0,0
EURUSD,D,19860114,000000,0.7903,0.7903,0.7903,0.7903,0,0
EURUSD,D,19860115,000000,0.792,0.792,0.792,0.792,0,0
EURUSD,D,19860116,000000,0.7904,0.7904,0.7904,0.7904,0,0
EURUSD,D,19860117,000000,0.7913,0.7913,0.7913,0.7913,0,0
EURUSD,D,19860121,000000,0.7936,0.7936,0.7936,0.7936,0,0
EURUSD,D,19860122,000000,0.7964,0.7964,0.7964,0.7964,0,0
EURUSD,D,19860123,000000,0.7945,0.7945,0.7945,0.7945,0,0
EURUSD,D,19860124,000000,0.8069,0.8069,0.8069,0.8069,0,0
EURUSD,D,19860127,000000,0.8129,0.8129,0.8129,0.8129,0,0
EURUSD,D,19860128,000000,0.8132,0.8132,0.8132,0.8132,0,0
EURUSD,D,19860129,000000,0.8163,0.8163,0.8163,0.8163,0,0
EURUSD,D,19860130,000000,0.8197,0.8197,0.8197,0.8197,0,0
EURUSD,D,19860131,000000,0.8167,0.8167,0.8167,0.8167,0,0
EURUSD,D,19860203,000000,0.8122,0.8122,0.8122,0.8122,0,0
EURUSD,D,19860204,000000,0.8077,0.8077,0.8077,0.8077,0,0
EURUSD,D,19860205,000000,0.8173,0.8173,0.8173,0.8173,0,0
EURUSD,D,19860206,000000,0.8155,0.8155,0.8155,0.8155,0,0
EURUSD,D,19860207,000000,0.8092,0.8092,0.8092,0.8092,0,0
EURUSD,D,19860210,000000,0.8175,0.8175,0.8175,0.8175,0,0
EURUSD,D,19860211,000000,0.8212,0.8212,0.8212,0.8212,0,0
EURUSD,D,19860212,000000,0.8237,0.8237,0.8237,0.8237,0,0
EURUSD,D,19860213,000000,0.8302,0.8302,0.8302,0.8302,0,0
EURUSD,D,19860214,000000,0.8309,0.8309,0.8309,0.8309,0,0
EURUSD,D,19860218,000000,0.832,0.832,0.832,0.832,0,0
EURUSD,D,19860219,000000,0.8453,0.8453,0.8453,0.8453,0,0
EURUSD,D,19860220,000000,0.8452,0.8452,0.8452,0.8452,0,0
EURUSD,D,19860221,000000,0.8447,0.8447,0.8447,0.8447,0,0
EURUSD,D,19860224,000000,0.8545,0.8545,0.8545,0.8545,0,0
EURUSD,D,19860225,000000,0.8687,0.8687,0.8687,0.8687,0,0
EURUSD,D,19860226,000000,0.8755,0.8755,0.8755,0.8755,0,0
EURUSD,D,19860227,000000,0.8777,0.8777,0.8777,0.8777,0,0
EURUSD,D,19860228,000000,0.8741,0.8741,0.8741,0.8741,0,0
EURUSD,D,19860303,000000,0.8783,0.8783,0.8783,0.8783,0,0
EURUSD,D,19860304,000000,0.886,0.886,0.886,0.886,0,0
EURUSD,D,19860305,000000,0.8602,0.8602,0.8602,0.8602,0,0
EURUSD,D,19860306,000000,0.8696,0.8696,0.8696,0.8696,0,0
EURUSD,D,19860307,000000,0.8714,0.8714,0.8714,0.8714,0,0
EURUSD,D,19860310,000000,0.8551,0.8551,0.8551,0.8551,0,0
EURUSD,D,19860311,000000,0.8608,0.8608,0.8608,0.8608,0,0
EURUSD,D,19860312,000000,0.8538,0.8538,0.8538,0.8538,0,0
EURUSD,D,19860313,000000,0.8496,0.8496,0.8496,0.8496,0,0
EURUSD,D,19860314,000000,0.8618,0.8618,0.8618,0.8618,0,0
EURUSD,D,19860317,000000,0.8668,0.8668,0.8668,0.8668,0,0
EURUSD,D,19860318,000000,0.8675,0.8675,0.8675,0.8675,0,0
EURUSD,D,19860319,000000,0.8623,0.8623,0.8623,0.8623,0,0
EURUSD,D,19860320,000000,0.8642,0.8642,0.8642,0.8642,0,0
EURUSD,D,19860321,000000,0.8699,0.8699,0.8699,0.8699,0,0
EURUSD,D,19860324,000000,0.8523,0.8523,0.8523,0.8523,0,0
EURUSD,D,19860325,000000,0.8338,0.8338,0.8338,0.8338,0,0
EURUSD,D,19860326,000000,0.837,0.837,0.837,0.837,0,0
EURUSD,D,19860327,000000,0.8382,0.8382,0.8382,0.8382,0,0
EURUSD,D,19860328,000000,0.8352,0.8352,0.8352,0.8352,0,0
EURUSD,D,19860331,000000,0.8316,0.8316,0.8316,0.8316,0,0
EURUSD,D,19860401,000000,0.8323,0.8323,0.8323,0.8323,0,0
EURUSD,D,19860402,000000,0.8215,0.8215,0.8215,0.8215,0,0
EURUSD,D,19860403,000000,0.8149,0.8149,0.8149,0.8149,0,0
EURUSD,D,19860404,000000,0.8165,0.8165,0.8165,0.8165,0,0
EURUSD,D,19860407,000000,0.8137,0.8137,0.8137,0.8137,0,0
EURUSD,D,19860408,000000,0.8338,0.8338,0.8338,0.8338,0,0
EURUSD,D,19860409,000000,0.8325,0.8325,0.8325,0.8325,0,0
EURUSD,D,19860410,000000,0.8377,0.8377,0.8377,0.8377,0,0
EURUSD,D,19860411,000000,0.8453,0.8453,0.8453,0.8453,0,0
EURUSD,D,19860414,000000,0.8432,0.8432,0.8432,0.8432,0,0
EURUSD,D,19860415,000000,0.843,0.843,0.843,0.843,0,0
EURUSD,D,19860416,000000,0.8669,0.8669,0.8669,0.8669,0,0
EURUSD,D,19860417,000000,0.8792,0.8792,0.8792,0.8792,0,0
EURUSD,D,19860418,000000,0.8793,0.8793,0.8793,0.8793,0,0
EURUSD,D,19860421,000000,0.8839,0.8839,0.8839,0.8839,0,0
EURUSD,D,19860422,000000,0.8855,0.8855,0.8855,0.8855,0,0
EURUSD,D,19860423,000000,0.888,0.888,0.888,0.888,0,0
EURUSD,D,19860424,000000,0.886,0.886,0.886,0.886,0,0
EURUSD,D,19860425,000000,0.8961,0.8961,0.8961,0.8961,0,0
EURUSD,D,19860428,000000,0.901,0.901,0.901,0.901,0,0
EURUSD,D,19860429,000000,0.8962,0.8962,0.8962,0.8962,0,0
EURUSD,D,19860430,000000,0.9008,0.9008,0.9008,0.9008,0,0
EURUSD,D,19860501,000000,0.8846,0.8846,0.8846,0.8846,0,0
EURUSD,D,19860502,000000,0.8804,0.8804,0.8804,0.8804,0,0
EURUSD,D,19860505,000000,0.8915,0.8915,0.8915,0.8915,0,0
EURUSD,D,19860506,000000,0.8833,0.8833,0.8833,0.8833,0,0
EURUSD,D,19860507,000000,0.8878,0.8878,0.8878,0.8878,0,0
EURUSD,D,19860508,000000,0.8946,0.8946,0.8946,0.8946,0,0
EURUSD,D,19860509,000000,0.8953,0.8953,0.8953,0.8953,0,0
EURUSD,D,19860512,000000,0.897,0.897,0.897,0.897,0,0
EURUSD,D,19860513,000000,0.8873,0.8873,0.8873,0.8873,0,0
EURUSD,D,19860514,000000,0.8928,0.8928,0.8928,0.8928,0,0
EURUSD,D,19860515,000000,0.8877,0.8877,0.8877,0.8877,0,0
EURUSD,D,19860516,000000,0.882,0.882,0.882,0.882,0,0
EURUSD,D,19860519,000000,0.8769,0.8769,0.8769,0.8769,0,0
EURUSD,D,19860520,000000,0.8702,0.8702,0.8702,0.8702,0,0
EURUSD,D,19860521,000000,0.8696,0.8696,0.8696,0.8696,0,0
EURUSD,D,19860522,000000,0.8557,0.8557,0.8557,0.8557,0,0
EURUSD,D,19860523,000000,0.8569,0.8569,0.8569,0.8569,0,0
EURUSD,D,19860527,000000,0.8576,0.8576,0.8576,0.8576,0,0
EURUSD,D,19860528,000000,0.8555,0.8555,0.8555,0.8555,0,0
EURUSD,D,19860529,000000,0.846,0.846,0.846,0.846,0,0
EURUSD,D,19860530,000000,0.8389,0.8389,0.8389,0.8389,0,0
EURUSD,D,19860602,000000,0.839,0.839,0.839,0.839,0,0
EURUSD,D,19860603,000000,0.8579,0.8579,0.8579,0.8579,0,0
EURUSD,D,19860604,000000,0.8558,0.8558,0.8558,0.8558,0,0
EURUSD,D,19860605,000000,0.8715,0.8715,0.8715,0.8715,0,0
EURUSD,D,19860606,000000,0.8746,0.8746,0.8746,0.8746,0,0
EURUSD,D,19860609,000000,0.8721,0.8721,0.8721,0.8721,0,0
EURUSD,D,19860610,000000,0.8784,0.8784,0.8784,0.8784,0,0
EURUSD,D,19860611,000000,0.881,0.881,0.881,0.881,0,0
EURUSD,D,19860612,000000,0.8825,0.8825,0.8825,0.8825,0,0
EURUSD,D,19860613,000000,0.883,0.883,0.883,0.883,0,0
EURUSD,D,19860616,000000,0.8861,0.8861,0.8861,0.8861,0,0
EURUSD,D,19860617,000000,0.8704,0.8704,0.8704,0.8704,0,0
EURUSD,D,19860618,000000,0.8704,0.8704,0.8704,0.8704,0,0
EURUSD,D,19860619,000000,0.8733,0.8733,0.8733,0.8733,0,0
EURUSD,D,19860620,000000,0.8683,0.8683,0.8683,0.8683,0,0
EURUSD,D,19860623,000000,0.8672,0.8672,0.8672,0.8672,0,0
EURUSD,D,19860624,000000,0.8777,0.8777,0.8777,0.8777,0,0
EURUSD,D,19860625,000000,0.8801,0.8801,0.8801,0.8801,0,0
EURUSD,D,19860626,000000,0.878,0.878,0.878,0.878,0,0
EURUSD,D,19860627,000000,0.8849,0.8849,0.8849,0.8849,0,0
EURUSD,D,19860630,000000,0.8861,0.8861,0.8861,0.8861,0,0
EURUSD,D,19860701,000000,0.8962,0.8962,0.8962,0.8962,0,0
EURUSD,D,19860702,000000,0.8909,0.8909,0.8909,0.8909,0,0
EURUSD,D,19860703,000000,0.8973,0.8973,0.8973,0.8973,0,0
EURUSD,D,19860707,000000,0.8933,0.8933,0.8933,0.8933,0,0
EURUSD,D,19860708,000000,0.8941,0.8941,0.8941,0.8941,0,0
EURUSD,D,19860709,000000,0.8917,0.8917,0.8917,0.8917,0,0
EURUSD,D,19860710,000000,0.8966,0.8966,0.8966,0.8966,0,0
EURUSD,D,19860711,000000,0.8909,0.8909,0.8909,0.8909,0,0
EURUSD,D,19860714,000000,0.8945,0.8945,0.8945,0.8945,0,0
EURUSD,D,19860715,000000,0.9003,0.9003,0.9003,0.9003,0,0
EURUSD,D,19860716,000000,0.907,0.907,0.907,0.907,0,0
EURUSD,D,19860717,000000,0.9082,0.9082,0.9082,0.9082,0,0
EURUSD,D,19860718,000000,0.9151,0.9151,0.9151,0.9151,0,0
EURUSD,D,19860721,000000,0.9195,0.9195,0.9195,0.9195,0,0
EURUSD,D,19860722,000000,0.9124,0.9124,0.9124,0.9124,0,0
EURUSD,D,19860723,000000,0.9142,0.9142,0.9142,0.9142,0,0
EURUSD,D,19860724,000000,0.9122,0.9122,0.9122,0.9122,0,0
EURUSD,D,19860725,000000,0.9088,0.9088,0.9088,0.9088,0,0
EURUSD,D,19860728,000000,0.9226,0.9226,0.9226,0.9226,0,0
EURUSD,D,19860729,000000,0.9235,0.9235,0.9235,0.9235,0,0
EURUSD,D,19860730,000000,0.9225,0.9225,0.9225,0.9225,0,0
EURUSD,D,19860731,000000,0.9315,0.9315,0.9315,0.9315,0,0
EURUSD,D,19860801,000000,0.9358,0.9358,0.9358,0.9358,0,0
EURUSD,D,19860804,000000,0.9358,0.9358,0.9358,0.9358,0,0
EURUSD,D,19860805,000000,0.9331,0.9331,0.9331,0.9331,0,0
EURUSD,D,19860806,000000,0.9354,0.9354,0.9354,0.9354,0,0
EURUSD,D,19860807,000000,0.9436,0.9436,0.9436,0.9436,0,0
EURUSD,D,19860808,000000,0.9422,0.9422,0.9422,0.9422,0,0
EURUSD,D,19860811,000000,0.9463,0.9463,0.9463,0.9463,0,0
EURUSD,D,19860812,000000,0.9384,0.9384,0.9384,0.9384,0,0
EURUSD,D,19860813,000000,0.9419,0.9419,0.9419,0.9419,0,0
EURUSD,D,19860814,000000,0.9455,0.9455,0.9455,0.9455,0,0
EURUSD,D,19860815,000000,0.9453,0.9453,0.9453,0.9453,0,0
EURUSD,D,19860818,000000,0.9417,0.9417,0.9417,0.9417,0,0
EURUSD,D,19860819,000000,0.9473,0.9473,0.9473,0.9473,0,0
EURUSD,D,19860820,000000,0.952,0.952,0.952,0.952,0,0
EURUSD,D,19860821,000000,0.9548,0.9548,0.9548,0.9548,0,0
EURUSD,D,19860822,000000,0.9538,0.9538,0.9538,0.9538,0,0
EURUSD,D,19860825,000000,0.9548,0.9548,0.9548,0.9548,0,0
EURUSD,D,19860826,000000,0.9513,0.9513,0.9513,0.9513,0,0
EURUSD,D,19860827,000000,0.9535,0.9535,0.9535,0.9535,0,0
EURUSD,D,19860828,000000,0.9513,0.9513,0.9513,0.9513,0,0
EURUSD,D,19860829,000000,0.9581,0.9581,0.9581,0.9581,0,0
EURUSD,D,19860902,000000,0.9598,0.9598,0.9598,0.9598,0,0
EURUSD,D,19860903,000000,0.9623,0.9623,0.9623,0.9623,0,0
EURUSD,D,19860904,000000,0.9608,0.9608,0.9608,0.9608,0,0
EURUSD,D,19860905,000000,0.9523,0.9523,0.9523,0.9523,0,0
EURUSD,D,19860908,000000,0.9412,0.9412,0.9412,0.9412,0,0
EURUSD,D,19860909,000000,0.9468,0.9468,0.9468,0.9468,0,0
EURUSD,D,19860910,000000,0.9449,0.9449,0.9449,0.9449,0,0
EURUSD,D,19860911,000000,0.9321,0.9321,0.9321,0.9321,0,0
EURUSD,D,19860912,000000,0.9462,0.9462,0.9462,0.9462,0,0
EURUSD,D,19860915,000000,0.9506,0.9506,0.9506,0.9506,0,0
EURUSD,D,19860916,000000,0.9517,0.9517,0.9517,0.9517,0,0
EURUSD,D,19860917,000000,0.9614,0.9614,0.9614,0.9614,0,0
EURUSD,D,19860918,000000,0.98,0.98,0.98,0.98,0,0
EURUSD,D,19860919,000000,0.979,0.979,0.979,0.979,0,0
EURUSD,D,19860922,000000,0.96,0.96,0.96,0.96,0,0
EURUSD,D,19860923,000000,0.9506,0.9506,0.9506,0.9506,0,0
EURUSD,D,19860924,000000,0.9523,0.9523,0.9523,0.9523,0,0
EURUSD,D,19860925,000000,0.9531,0.9531,0.9531,0.9531,0,0
EURUSD,D,19860926,000000,0.9531,0.9531,0.9531,0.9531,0,0
EURUSD,D,19860929,000000,0.9628,0.9628,0.9628,0.9628,0,0
EURUSD,D,19860930,000000,0.9619,0.9619,0.9619,0.9619,0,0
EURUSD,D,19861001,000000,0.9648,0.9648,0.9648,0.9648,0,0
EURUSD,D,19861002,000000,0.972,0.972,0.972,0.972,0,0
EURUSD,D,19861003,000000,0.9753,0.9753,0.9753,0.9753,0,0
EURUSD,D,19861006,000000,0.9798,0.9798,0.9798,0.9798,0,0
EURUSD,D,19861007,000000,0.9744,0.9744,0.9744,0.9744,0,0
EURUSD,D,19861008,000000,0.9766,0.9766,0.9766,0.9766,0,0
EURUSD,D,19861009,000000,0.9732,0.9732,0.9732,0.9732,0,0
EURUSD,D,19861010,000000,0.9815,0.9815,0.9815,0.9815,0,0
EURUSD,D,19861014,000000,0.9875,0.9875,0.9875,0.9875,0,0
EURUSD,D,19861015,000000,0.9879,0.9879,0.9879,0.9879,0,0
EURUSD,D,19861016,000000,0.9873,0.9873,0.9873,0.9873,0,0
EURUSD,D,19861017,000000,0.9875,0.9875,0.9875,0.9875,0,0
EURUSD,D,19861020,000000,0.9809,0.9809,0.9809,0.9809,0,0
EURUSD,D,19861021,000000,0.9808,0.9808,0.9808,0.9808,0,0
EURUSD,D,19861022,000000,0.9822,0.9822,0.9822,0.9822,0,0
EURUSD,D,19861023,000000,0.9775,0.9775,0.9775,0.9775,0,0
EURUSD,D,19861024,000000,0.9597,0.9597,0.9597,0.9597,0,0
EURUSD,D,19861027,000000,0.9525,0.9525,0.9525,0.9525,0,0
EURUSD,D,19861028,000000,0.9591,0.9591,0.9591,0.9591,0,0
EURUSD,D,19861029,000000,0.9609,0.9609,0.9609,0.9609,0,0
EURUSD,D,19861030,000000,0.9502,0.9502,0.9502,0.9502,0,0
EURUSD,D,19861031,000000,0.9463,0.9463,0.9463,0.9463,0,0
EURUSD,D,19861103,000000,0.9449,0.9449,0.9449,0.9449,0,0
EURUSD,D,19861104,000000,0.9477,0.9477,0.9477,0.9477,0,0
EURUSD,D,19861105,000000,0.9448,0.9448,0.9448,0.9448,0,0
EURUSD,D,19861106,000000,0.946,0.946,0.946,0.946,0,0
EURUSD,D,19861107,000000,0.9442,0.9442,0.9442,0.9442,0,0
EURUSD,D,19861110,000000,0.9531,0.9531,0.9531,0.9531,0,0
EURUSD,D,19861112,000000,0.9642,0.9642,0.9642,0.9642,0,0
EURUSD,D,19861113,000000,0.9697,0.9697,0.9697,0.9697,0,0
EURUSD,D,19861114,000000,0.9739,0.9739,0.9739,0.9739,0,0
EURUSD,D,19861117,000000,0.9685,0.9685,0.9685,0.9685,0,0
EURUSD,D,19861118,000000,0.9689,0.9689,0.9689,0.9689,0,0
EURUSD,D,19861119,000000,0.9712,0.9712,0.9712,0.9712,0,0
EURUSD,D,19861120,000000,0.9708,0.9708,0.9708,0.9708,0,0
EURUSD,D,19861121,000000,0.9647,0.9647,0.9647,0.9647,0,0
EURUSD,D,19861124,000000,0.9657,0.9657,0.9657,0.9657,0,0
EURUSD,D,19861125,000000,0.9783,0.9783,0.9783,0.9783,0,0
EURUSD,D,19861126,000000,0.9793,0.9793,0.9793,0.9793,0,0
EURUSD,D,19861128,000000,0.9884,0.9884,0.9884,0.9884,0,0
